,الشرطي,ال+شرطي,ال+شرطي,,ال+شرطي,
,الشعر,ال+شعر,ال+شعر,,ال+شعر,
,الشعور,ال+شعور,ال+شعور,,ال+شعور,
1,الشغله,ال+شغله,ال+شغل+ه,,ال+شغل+ه,ممكن اقولك اني مااحب الشغله الفلانيه وبعد فتره تلقاني احبها والعكس
1,الشف,ال+شف,ال+شف,,ال+شف,
1,الشق,ال+شق,ال+شق,,ال+شق,
,الشله,ال+شله,ال+شل+ه,,ال+شل+ه,
,الشلهؤب،،,ال+شلهؤب ، ،,ال+شلهؤب،،,,ال+شلهؤب ، ،,
,الشمس,ال+شمس,ال+شمس,,ال+شمس,
,الشمس..,ال+شمس . .,ال+شمس..,,ال+شمس . .,
,الشهوة,ال+شهو+ة,ال+شهو+ة,,ال+شهو+ة,
,الشوق,ال+شوق,ال+شوق,,ال+شوق,
,الشوكَـ,ال+شوك,ال+شوك,,ال+شيخ,
,الشيخ,ال+شيخ,ال+شيخ,,ال+شيخ,
,الشيمه,ال+شيمه,ال+شيم+ه,,ال+شيم+ه,
,الصبح,ال+صبح,ال+صبح,,ال+صبح,
,الصبر,ال+صبر,ال+صبر,,ال+صبر,
,الصج؟,ال+صج ؟,ال+صج؟,,ال+صج,
,الصج.,ال+صج .,ال+صج.,,ال+صج,
,الصحيح,ال+صحيح,ال+صحيح,,ال+صحيح,
,الصديق,ال+صديق,ال+صديق,,ال+صديق,
,الصديقات,ال+صديق+ات,ال+صديق+ات,,ال+صديق+ات,
,الصراحة,ال+صراح+ة,ال+صراح+ة,,ال+صراح+ة,
,الصريخ،,ال+صريخ ،,ال+صريخ،,,ال+صريخ,
,الصغار,ال+صغار,ال+صغار,,ال+صغار,
,الصور,ال+صور,ال+صور,,ال+صور,
,الصور.,ال+صور .,ال+صور.,,ال+صور,
,الصيف,ال+صيف,ال+صيف,,ال+صيف,
,الضحكة,ال+ضحك+ة,ال+ضحك+ة,,ال+ضحك+ة,
1,الضيقه,ال+ضيقه,ال+ضيق+ه,,ال+ضيق+ه,x
,الطابور,ال+طابور,ال+طابور,,ال+طابور,
,الطبيعي??,ال+طبيعي ? ?,ال+طبيعي??,,ال+طبيع+ي,x
,الطفل,ال+طفل,ال+طفل,,ال+طفل,
,الطماطم.,ال+طماطم .,ال+طماطم.,,ال+طماطم.,
1,الطناخه,ال+طناخه,ال+طناخ+ه,,ال+طناخ+ه,
,الطيب,ال+طيب,ال+طيب,,ال+طيب,
,الطيّب,ال+طيب,ال+طيب,,ال+طيب,
,الطيبين,ال+طيب+ين,ال+طيب+ين,,ال+طيب+ين,
,الظاهر,ال+ظاهر,ال+ظاهر,,ال+ظاهر,
,الظروف,ال+ظروف,ال+ظروف,,ال+ظروف,
,الظريف,ال+ظريف,ال+ظريف,,ال+ظريف,
,العاشق,ال+عاشق,ال+عاشق,,ال+عاشق,
,العاطل,ال+عاطل,ال+عاطل,,ال+عاطل,
,العالم,ال+عالم,ال+عالم,,ال+عالم,
,العالمي,ال+عالمي,ال+عالمي,,ال+عالم+ي,
,العتب,ال+عتب,ال+عتب,,ال+عتب,
,العدد2,ال+عدد 2,ال+عدد2,,ال+عدد,
,العدل,ال+عدل,ال+عدل,,ال+عدل,
,العذب,ال+عذب,ال+عذب,,ال+عذب,
,العذر,ال+عذر,ال+عذر,,ال+عذر,
,العراقيين,ال+عراقي+ين,ال+عراقي+ين,,ال+عراق+ي+ين,
,العـز,ال+عز,ال+عز,,ال+عز,
,العُزله.,ال+عزله .,ال+عزله.,,ال+عزل+ه,
,العشاء,ال+عشاء,ال+عشاء,,ال+عشاء,
,العظيم,ال+عظيم,ال+عظيم,,ال+عظيم,
,العلل,ال+علل,ال+علل,,ال+علل,
,العلم,ال+علم,ال+علم,,ال+علم,
1,العلمك,ال+علمك,ال+علم+ك,,ال+علم+ك,"الذي علمك
"
,العمل,ال+عمل,ال+عمل,,ال+عمل,
x,العنابي,ال+عنابي,ال+عنابي,,ال+عنابي,
,العود,ال+عود,ال+عود,,ال+عود,
,العيب,ال+عيب,ال+عيب,,ال+عيب,
,العين,ال+عين,ال+عين,,ال+عين,
,العيون,ال+عيون,ال+عيون,,ال+عيون,
,الغاز،,ال+غاز ،,ال+غاز،,,ال+غاز,
,الغالي,ال+غالي,ال+غالي,,ال+غالي,
,الغباء,ال+غباء,ال+غباء,,ال+غباء,
,الغرام,ال+غرام,ال+غرام,,ال+غرام,
,الغرفه,ال+غرفه,ال+غرف+ه,,ال+غرف+ه,
,الغريب,ال+غريب,ال+غريب,,ال+غريب,
,الغلط,ال+غلط,ال+غلط,,ال+غلط,
,الغياب,ال+غياب,ال+غياب,,ال+غياب,
,الغير,ال+غير,ال+غير,,ال+غير,
,الف,الف,الف,,الف,
,الفتره,ال+فتره,ال+فتر+ه,,ال+فتر+ه,
1,الفتك,ال+فتك,ال+ف+ت+ك,,ال+فتك,x
,الفرح,ال+فرح,ال+فرح,,ال+فرح,
1,الفرقا,ال+فرقا,ال+فرق+ا,,ال+فرقا,x
,الفرقاء,ال+فرقاء,ال+فرقاء,,ال+فرقاء,
,الفرن,ال+فرن,ال+فرن,,ال+فرن,
,الفريزر,ال+فريزر,ال+فريزر,,ال+فريزر,
,الفضايح,ال+فضايح,ال+فضايح,,ال+فضايح,
,الفعول,ال+فعول,ال+فعول,,ال+فعول,
,الفقد,ال+فقد,ال+فقد,,ال+فقد,
,الفكر,ال+فكر,ال+فكر,,ال+فكر,
,الفلانيه,ال+فلانيه,ال+فلاني+ه,,ال+فلاني+ه,
,الفلكي,ال+فلكي,ال+فلكي,,ال+فلك+ي,x
,الفلوس,ال+فلوس,ال+فلوس,,ال+فلوس,
,الفنجال,ال+فنجال,ال+فنجال,,ال+فنجال,
1,الفهاوه,ال+فهاوه,ال+فهاو+ه,,ال+فهاو+ه,x
,الفولو,ال+فولو,ال+فولو,,ال+فولو,
,الفونات,ال+فون+ات,ال+فون+ات,,ال+فون+ات,
,الفيله,ال+فيله,ال+فيل+ه,,ال+فيل+ه,"جمع فيل
"
,القاع,ال+قاع,ال+قاع,,ال+قاع,
,القتل,ال+قتل,ال+قتل,,ال+قتل,
,القحطاني،,ال+قحطاني ،,ال+قحطاني،,,ال+قحطاني,
,القديم,ال+قديم,ال+قديم,,ال+قديم,
,القريب,ال+قريب,ال+قريب,,ال+قريب,
,القصاص,ال+قصاص,ال+قصاص,,ال+قصاص,
,القصه,القص+ه,ال+قص+ه,,ال+قص+ه,
,القلب,ال+قلب,ال+قلب,,ال+قلب,
,القلوب,ال+قلوب,ال+قلوب,,ال+قلوب,
,القناه,الق+نا+ه,ال+قنا+ه,,ال+قنا+ه,
,القهوة,ال+قهو+ة,ال+قهو+ة,,ال+قهو+ة,
,الكبير,ال+كبير,ال+كبير,,ال+كبير,
1,الكشخه??????.,ال+كشخه ? ? ? ? ? ? .,ال+كشخه??????.,,ال+كشخ+ه ? ? ? ? ? ? .,x
,الكعبة,ال+كعب+ة,ال+كعب+ة,,ال+كعب+ة,
,الكعبه...,ال+كعبه . . .,ال+كعبه...,,ال+كعبه,
,الكل,ال+كل,ال+كل,,ال+كل,
,الكلام,ال+كلام,ال+كلام,,ال+كلام,
,الكلمه,ال+كلمه,ال+كلم+ه,,ال+كلم+ه,
,الكون,ال+كون,ال+كون,,ال+كون,
,الكونسيرت,ال+كونسيرت,ال+كونسير+ت,,ال+كونسيرت,
,الكويتيين,ال+كويتي+ين,ال+كويتي+ين,,ال+كويت+ي+ين,
1,اللاش,ال+لاش,ال+لاش,,ال+لاش,   ويصعب على ابن اللاش يرقا مـذبّـه
,اللاعبين,ال+لاعب+ين,ال+لاعب+ين,,ال+لاعب+ين,
,اللبس,ال+لبس,ال+لبس,,ال+لبس,
,اللعبه,ال+لعبه,ال+لعب+ه,,ال+لعب+ه,
,اللمبات,ال+لمب+ات,ال+لمب+ات,,ال+لمب+ات,
,اللمبه.,ال+لمبه .,ال+لمبه.,,ال+لمبه,
,الله,الله,الله,,الله,
,الله.,الله .,ال+له.,,الله,
,الله...,الله . . .,ال+له...,,الله ...,
,اللهم,اللهم,اللهم,,اللهم,
,اللـھ,الل ھ,اللھ,,اللھ,
,اللہ,الل ہ,اللہ,,اللہ,
,اللون,ال+لون,ال+لون,,ال+لون,
,اللى,اللى,اللى,,اللى,
,اللي,اللي,اللي,,اللي,
,اللـي,اللي,اللي,,اللي,
,اللّي,اللي,اللي,,اللي,
,الليالي,ال+ليالي,ال+ليالي,,ال+ليالي,
,الليل,ال+ليل,ال+ليل,,ال+ليل,
,المؤتمر,ال+مؤتمر,ال+مؤتمر,,ال+مؤتمر,
,الماضي,ال+ماضي,ال+ماضي,,ال+ماضي,
,المالديف,ال+مالديف,ال+مال+ديف,,ال+مالديف,
,المايك,ال+مايك,ال+مايك,,ال+مايك,
,المتعطلين,ال+متعطل+ين,ال+متعطل+ين,,ال+متعطل+ين,
,المثالي,ال+مثالي,ال+مثالي,,ال+مثالي,
,المحبه,ال+محبه,ال+محب+ه,,ال+محب+ه,
,المحبّه,ال+محبه,ال+محب+ه,,ال+محب+ه,
,المحبين,ال+محب+ين,ال+محب+ين,,ال+محب+ين,
,المخالفه,ال+مخالفه,ال+مخالف+ه,,ال+مخالف+ه,
,المدربين,ال+مدرب+ين,ال+مدرب+ين,,ال+مدرب+ين,
,المدرسه,ال+مدرسه,ال+مدرس+ه,,ال+مدرس+ه,
,المر,ال+مر,ال+مر,,ال+مر,
,المراد,ال+مراد,ال+مراد,,ال+مراد,
,المراقيب,ال+مراقيب,ال+مراقيب,,ال+مراقيب,
1,المرجلانيه,ال+مرجلانيه,ال+مرجلاني+ه,,ال+مرجلاني+ه,x
,المرجله,ال+مرجله,ال+مرجل+ه,,ال+مرجل+ه,
,المرحلة,ال+مرحل+ة,ال+مرحل+ة,,ال+مرحل+ة,
,المرعبة,ال+مرعب+ة,ال+مرعب+ة,,ال+مرعب+ة,
,المُستثنى,ال+مستثنى,ال+مستثنى,,ال+مستثنى,
,المستخدم,ال+مستخدم,ال+مستخدم,,ال+مستخدم,
,المستقبل,ال+مستقبل,ال+مستقبل,,ال+مستقبل,
x,المستوه,ال+مستوه,ال+مستو+ه,,ال+مستوه,المستوى
,الـمشـاعــر,ال+مشاعر,ال+مشاعر,,ال+مشاعر,
,المشاعر,ال+مشاعر,ال+مشاعر,,ال+مشاعر,
,المشاكل,ال+مشاكل,ال+مشاكل,,ال+مشاكل,
,المشكله,ال+مشكله,ال+مشكل+ه,,ال+مشكل+ه,
1,المطاليق,ال+مطاليق,ال+مطاليق,,ال+مطاليق,
1,المطاوعة,ال+مطاوع+ة,ال+مطاوع+ة,,ال+مطاوع+ة,x
,المطر,ال+مطر,ال+مطر,,ال+مطر,
,المطرب,ال+مطرب,ال+مطرب,,ال+مطرب,
,المعرب,ال+معرب,ال+معرب,,ال+معرب,
,المعيوب,ال+معيوب,ال+معيوب,,ال+معيوب,
,المفروض,ال+مفروض,ال+مفروض,,ال+مفروض,
,المقنن,ال+مقنن,ال+مقنن,,ال+مقنن,
,المكان,ال+مكان,ال+مكان,,ال+مكان,
,المكسور,ال+مكسور,ال+مكسور,,ال+مكسور,
,المكيف,ال+مكيف,ال+مكيف,,ال+مكيف,
,الملابس,ال+ملابس,ال+ملابس,,ال+ملابس,
,الملعب,ال+ملعب,ال+ملعب,,ال+ملعب,
,الملل,ال+ملل,ال+ملل,,ال+ملل,
,المناطق,ال+مناطق,ال+مناطق,,ال+مناطق,
,المنظم,ال+منظم,ال+منظم,,ال+منظم,
,المهم,ال+مهم,ال+مهم,,ال+مهم,
1,الموادع,ال+موادع,ال+موادع,,ال+موادع,x
,المواقع,ال+مواقع,ال+مواقع,,ال+مواقع,
,الموت,ال+موت,ال+موت,,ال+موت,
,الموسم,ال+موسم,ال+موسم,,ال+موسم,
,الموضه,ال+موضه,ال+موض+ه,,ال+موض+ه,
,النادي,ال+نادي,ال+نادي,,ال+نادي,
,الناس,ال+ناس,ال+ناس,,ال+ناس,
x,الناس،يجلس,ال+ناس ، يجلس,ال+ناس،يجلس,,ال+ناس ، يجلس,
,النت,ال+نت,ال+نت,,ال+نت,
,النجوم,ال+نجوم,ال+نجوم,,ال+نجوم,
,الندم,ال+ندم,ال+ندم,,ال+ندم,
,النظر,ال+نظر,ال+نظر,,ال+نظر,
,النظيفه,ال+نظيفه,ال+نظيف+ه,,ال+نظيف+ه,
,النفاق.,ال+نفاق .,ال+نفاق.,,ال+نفاق.,
,النهايات,ال+نهاي+ات,ال+نهاي+ات,,ال+نهاي+ات,
,النوم,ال+نوم,ال+نوم,,ال+نوم,
,النيه,ال+نيه,ال+نيه,,ال+نيه,
1,الـهـبـاايب,ال+هباايب,ال+هباايب,,ال+هباايب,x
1,الهران????,ال+هر+ان ? ? ? ?,ال+هران????,,ال+هران,x
,الهلال,ال+هلال,ال+هلال,,ال+هلال,
,الهمـوم,ال+هموم,ال+هموم,,ال+هموم,
x,الهويه.ما,ال+هويه . ما,ال+هويه.م+ا,,ال+هوي+ه . ما,
,الهيكل,ال+هيكل,ال+هيكل,,ال+هيكل,
,الواشي,ال+واشي,ال+واشي,,ال+واشي,
,الوالده,ال+والده,ال+والد+ه,,ال+والد+ه,
,الوجيه,ال+وجيه,ال+وجيه,,ال+وجيه,
,الوحدة,ال+وحد+ة,ال+وحد+ة,,ال+وحد+ة,
,الوحيد,ال+وحيد,ال+وحيد,,ال+وحيد,
,الوحيده,ال+وحيده,ال+وحيد+ه,,ال+وحيد+ه,
,الوداع,ال+وداع,ال+وداع,,ال+وداع,
,الوصل,ال+وصل,ال+وصل,,ال+وصل,
,الوفاء,ال+وفاء,ال+وفاء,,ال+وفاء,
,الوفاق,ال+وفاق,ال+وفاق,,ال+وفاق,
1,الوكاد?,ال+وكاد ?,ال+وكاد?,,ال+وكاد,meaning: الاكيد
1,الولايف,ال+ولايف,ال+ولايف,,ال+ولايف,
,الويكند.,ال+ويكند .,ال+ويكند.,,ال+ويكند,
,الى,الى,الى,,الى,
x,الي,الي,الي,,الي,
,اليتيم,ال+يتيم,ال+يتيم,,ال+يتيم,
,اليوم,ال+يوم,ال+يوم,,ال+يوم,
,اليوم..؟؟,ال+يوم . . ؟ ؟,ال+يوم..؟؟,,ال+يوم,
,اليونايتد,ال+يونايتد,ال+يونايتد,,ال+يونايتد,
,اليونيسكو,ال+يونيسكو,ال+يونيسكو,,ال+يونيسكو,
,ام,ام,ام,,ام,
x,امانه,امان+ه,ام+ان+ه,,امان+ه,
x,اماني,اماني,ام+ان+ي,,اماني,
,امتلأ,امتلأ,امتلأ,,امتلأ,
,امر,امر,امر,,امر,
,امزح,امزح,امزح,,امزح,
,امس,امس,امس,,امس,
x,امسك,امسك,امسك,,امسك,امسك يا بدر أول تغريدة لك  خف علينا يا متفائل يا مبتسم هههههه
,امك,امك,ام+ك,,ام+ك,
,امنياتي,امني+ات+ي,امنيات+ي,,امني+ات+ي,x
,اموت,امو+ت,امو+ت,,امو+ت,
,اموري,اموري,امور+ي,,امور+ي,
,امي,امي,امي,,ام+ي,
x,اميمتي,اميمتي,اميم+تي,,اميم+ت+ي,رجعت من الجامعه والقى اميمتي مبخرة البيت 
,ان,ان,ان,,ان,
,انأم,انأم,انأم,,انأم,
,انا,انا,انا,,انا,
,انت,انت,انت,,انت,
,انتظر,انتظر,انتظر,,انتظر,
,انتظرته,انتظر+ت+ه,انتظر+ت+ه,,انتظر+ت+ه,
,انتهى,انتهى,انتهى,,انتهى,
,انتو,انتو,انتو,,انت+و,
,انتوا,انت+وا,انتوا,,انت+وا,
x,انتواجہ,انتواج ہ,انتواجہ,,انتواج+ہ,
,انتي,انتي,انتي,,انت+ي,
,انج,انج,انج,,انج,
1,انجان,انج+ان,انج+ان,,انجان,x
1,انزين,انزين,انزين,,انزين,x
x,انساك,انساك,انس+ا+ك,,انسا+ك,
,انسان,انسان,انسان,,انسان,
x,انسى,انسى,انسى,,انسى,
x,انشالله,انشالله,انشالله,,ان+ش+الله,
1,انصدم,انصدم,انصدم,,انصدم,
,انصدمت,انصدمت,انصدم+ت,,انصدم+ت,
,انفاسه,انفاس+ه,انفاس+ه,,انفاس+ه,
,انفسهم,انفس+هم,انفس+هم,,انفس+هم,
2,انفولو,انفولو,انفولو,,انفولو,unfollow
,انقتل,انقتل,انقتل,,انقتل,
,انقتلنا,انقتل+نا,انقتل+نا,,انقتل+نا,
1,انك,انك,ان+ك,,ان+ك,x
,انكر,انكر,انكر,,انكر,
,انه,ان+ه,ان+ه,,ان+ه,
,انها,انها,ان+ها,,ان+ها,
,انهم,انهم,ان+هم,,ان+هم,
,انواع,انواع,انواع,,انواع,
,اني,اني,ان+ي,,ان+ي,
,اهتم,اهتم,اهتم,,اهتم,
,اهتمامي,اهتمام+ي,اهتمام+ي,,اهتمام+ي,
1,اهد,اهد,اهد,,اهد,النادي حاطين ريميكس فيه مقطع اوبرا !! مادري اهد التمرين واقعد أصفق وأبجي
,اهل,اهل,اهل,,اهل,
,اهلك,اهلك,اهلك,,اهل+ك,
,اهلها,اهل+ها,اهل+ها,,اهل+ها,
,اهو,اهو,اهو,,اهو,
x,اهواك,اهواك,اهو+ا+ك,,اهوا+ك,
,او,او,او,,او,
,اوبرا,اوبرا,اوبر+ا,,اوبرا,
1,اودي,اودي,اود+ي,,اود+ي,x
,اوطاني,اوطاني,اوطان+ي,,اوطان+ي,
,اول,اول,اول,,اول,
,اي,اي,اي,,اي,
,ايام,ايام,ايام,,ايام,
,ايز,ايز,ايز,,ايز,
,ايش,ايش,اي+ش,,ايش,
,ايميلك,ايميلك,ايمي+ل+ك,,ايميل+ك,
,ايه,اي+ه,ايه,,ايه,
,بـ,ب,ب,,ب,
,ب,ب,ب,,ب,
,بِ,ب,ب,,ب,
,بّ,ب,ب,,ب,
,بْ,ب,ب,,ب,
,ب100,ب 100,ب+100,,ب+100,
,بأداء,ب+أداء,ب+أداء,,ب+أداء,
,بأشياء,ب+أشياء,ب+أشياء,,ب+أشياء,
,بأعضاء,ب+أعضاء,ب+أعضاء,,ب+أعضاء,
,بأفراح,ب+أفراح,ب+أفراح,,ب+أفراح,
1,بؤ,بؤ,بؤ,,بؤ,
,باب,باب,باب,,باب,
x,بابه,باب+ه,باب+ه,,بابه,الله يسلمك  ما عاش الي يخليك عصبي طنش بابه طنش  ولتخلي اي شي يضوجك
,باسم,باسم,باسم,,باسم,
2,باك,باك,باك,,باك,back
,بالأكيده..,ب+ال+أكيده . .,ب+ال+أكيده..,,ب+ال+أكيد+ه,
,بالابطال,ب+ال+ابطال,ب+ال+ابطال,,ب+ال+ابطال,
,بالاحوال,ب+ال+احوال,ب+ال+احوال,,ب+ال+احوال,
,بالارقام,ب+ال+ارقام,ب+ال+ارقام,,ب+ال+ارقام,
,بالاشياء,ب+ال+اشياء,ب+ال+اشياء,,ب+ال+اشياء,
,بالتايم,ب+ال+تايم,ب+ال+تايم,,ب+ال+تايم,
,بالتزوير؟,ب+ال+تزوير ؟,ب+ال+تزوير؟,,ب+ال+تزوير,
1,بالجذبه,ب+ال+جذبه,ب+ال+جذب+ه,,ب+ال+جذب+ه,بسالج سؤال وقولي الصج؟  هذي الجمله تخليني إفكر بالجذبه قبل لا أسمع السؤال ‹?› !
,بالجزمة,ب+ال+جزم+ة,ب+ال+جزم+ة,,ب+ال+جزم+ة,
,بالجسم,ب+ال+جسم,ب+ال+جسم,,ب+ال+جسم,
,بالحاره,ب+ال+حاره,ب+ال+حار+ه,,ب+ال+حاره,x
,بالحب,ب+ال+حب,ب+ال+حب,,ب+ال+حب,
,بالحلآ,ب+ال+حلآ,ب+ال+حلآ,,ب+ال+حلآ,
,بالحلال,ب+ال+حلال,ب+ال+حلال,,ب+ال+حلال,
,بالخاص,ب+ال+خاص,ب+ال+خاص,,ب+ال+خاص,
,بالخصم,ب+ال+خصم,ب+ال+خصم,,ب+ال+خصم,
,بالخير,ب+ال+خير,ب+ال+خير,,ب+ال+خير,
,بالدائره,ب+الدائر+ه,ب+ال+دائر+ه,,ب+ال+دائر+ه,
,بالدرج,ب+ال+درج,ب+ال+درج,,ب+ال+درج,
,بالدنيا,ب+ال+دنيا,ب+ال+دنيا,,ب+ال+دنيا,
,بالذات,ب+ال+ذات,ب+ال+ذات,,ب+ال+ذات,
,بالزين,ب+ال+زين,ب+ال+زين,,ب+ال+زين,
,بالشؤن,ب+ال+شؤن,ب+ال+شؤن,,ب+ال+شؤن,
,بالشخص,ب+ال+شخص,ب+ال+شخص,,ب+ال+شخص,
,بالصج,ب+ال+صج,ب+ال+صج,,ب+ال+صج,
,بالعرض,ب+ال+عرض,ب+ال+عرض,,ب+ال+عرض,
,بالعين,ب+ال+عين,ب+ال+عين,,ب+ال+عين,
,بالغلط,ب+ال+غلط,ب+ال+غلط,,ب+ال+غلط,
,بالقلب,ب+ال+قلب,ب+ال+قلب,,ب+ال+قلب,
2,بالكالوريز,ب+ال+كالوريز,بالكالوريز,,ب+ال+كالوريز,
,بالكاميرا,ب+ال+كاميرا,ب+ال+كاميرا,,ب+ال+كاميرا,
,بالكلام,ب+ال+كلام,ب+ال+كلام,,ب+ال+كلام,
,بالله,ب+الله,ب+الله,,ب+الله,
,"بالله""","ب+الله ""","ب+ال+له""",,ب+الله,
,باللـھ,ب+الل ھ,ب+اللھ,,ب+اللھ,
x,باللہ,ب+الل ہ,ب+اللہ,,ب+اللہ,
,بالماضي,ب+ال+ماضي,ب+ال+ماضي,,ب+ال+ماضي,
,بالمجهول:)!,ب+ال+مجهول : ) !,ب+ال+مجهول:)!,,ب+ال+مجهول,
,بالمختصر,ب+ال+مختصر,ب+ال+مختصر,,ب+ال+مختصر,
,بالمستقبل,ب+ال+مستقبل,ب+ال+مستقبل,,ب+ال+مستقبل,
,بالملايين,ب+ال+ملايين,ب+ال+ملايين,,ب+ال+ملايين,
1,بالمواجيب,ب+ال+مواجيب,ب+ال+مواجيب,,ب+ال+مواجيب,
,بالنسبة,ب+ال+نسب+ة,ب+ال+نسب+ة,,ب+ال+نسب+ة,
,باله.”@memaz,بال+ه . ” @ memaz,ب+ال+ه.”@مeمز,,بال+ه .” @memaz,x
,بالوقت,ب+ال+وقت,ب+ال+وقت,,ب+ال+وقت,
,بالوقت!,ب+ال+وقت !,ب+ال+وقت!,,ب+ال+وقت,
,بالي,بالي,بال+ي,,بال+ي,
,باليونايتد,ب+ال+يونايتد,ب+ال+يونايتد,,ب+ال+يونايتد,
x,باهت'ن,باهت ' ن,ب+اهتءن,,باهت ' ن,صباحي بدون شوفہ باهت'ن نوره يسعد صباح البعيد اللي على بالي
,بايدي,ب+ايدي,ب+ايدي,,ب+ايد+ي,
,باين,باين,باين,,باين,
,ببرود,ب+برود,ب+برود,,ب+برود,
,ببروفايله,ببروفايله,ب+بروفايل+ه,,ب+بروفايل+ه,
,بتاعك,بتاع+ك,بتاع+ك,,بتاع+ك,
,بتجريح,ب+تجريح,ب+تجريح,,ب+تجريح,
x,بتجيك,ب+تجيك,ب+تجي+ك,,ب+تجي+ك,
,بترك,ب+ترك,ب+تر+ك,,ب+ترك,
,بترول,بترول,بترول,,بترول,
,بتكون,ب+تكون,ب+تكون,,ب+تكون,
,بتمرضي,ب+تمرض+ي,ب+تمرض+ي,,ب+تمرض+ي,
x,بتمشي,ب+تمشي,ب+تمشي,,ب+تمشي,
,بتمنالكم,بتمنالكم,بتمنال+كم,,بتمنا+ل+كم,
,بتوفيق,ب+توفيق,ب+توفيق,,ب+توفيق,
,بتويتر,ب+تويتر,ب+تويتر,,ب+تويتر,
,بجد,ب+جد,ب+جد,,ب+جد,
x,بحاجته,ب+حاج+ت+ه,ب+حاج+ت+ه,,ب+حاج+ت+ه,
1,بحة,بح+ة,بح+ة,,بح+ة,تسألني : صآير شئ ! آبد مآصآر لي آي شئ  سوى [ بحة شوق ] تفضحني و حنين زآد بس / شوي
,بحـرك,ب+حرك,ب+حر+ك,,بحـر+ك,ياموطني ليه بحـرك مشتهـي إغراقي ...؟
,بحياتك,ب+حيا+ت+ك,ب+حيا+ت+ك,,ب+حيا+ت+ك,
,بحياتي,ب+حياتي,ب+حيا+ت+ي,,ب+حيا+ت+ي,
,بخصوص,ب+خصوص,ب+خصوص,,ب+خصوص,
x,بخليك,ب+خليك,ب+خلي+ك,,ب+خلي+ك,
,بخير,ب+خير,ب+خير,,ب+خير,
,بخيل,ب+خيل,ب+خيل,,ب+خيل,
x,بداخلہ,ب+داخل ہ,بداخلہ,,ب+داخل+ہ,
,بداخلي,ب+داخلي,ب+داخل+ي,,ب+داخل+ي,
,بدال,بدال,ب+دال,,بدال,
,بدر,بدر,بدر,,بدر,
x,بدنيااِي,بدنيااي,بدنياا+ي,,ب+دنياا+ي,
,بدون,ب+دون,بدون,,بدون,
x,بدونكك,بدونكك,ب+دونك+ك,,ب+دون+كك,
,بدوي,بدوي,بدوي,,بدو+ي,
,بذكرى,ب+ذكرى,ب+ذكرى,,ب+ذكرى,
1,برا,بر+ا,برا,,برا,
,براسي,ب+راسي,ب+راسي,,ب+راس+ي,
1,براهـا,برا+ها,ب+را+ها,,برا+ها,وين الصديق اللي على الشف والكيف  اللي  ليـا  شفتـه  جروحـي..  براهـا  في ساعة الشدات بايدي كما السيـف  كل  الهمـوم  اللـي  بقلبي..  جلاهـا
1,بربج,بربج,بربج,,ب+رب+ج,لا بربج مختارت كرار من كبر يلفها ويلف هاي ام حلك اعوج وهم وهذا الي مطلعي من الفرن نايل
1,بربيع,ب+ربيع,ب+ربيع,,ب+ربيع,جمهور برشلونه اي مسك او شد المفروض بلنتي  مالومكم طايحين بربيع 5 سنين :)
1,برت,بر+ت,بر+ت,,بر+ت," لك الله يـ اللي ترقد الليل متهني   انا عيني من النوم ماهي بـ شبعانه    برت حالي الفرقاء ومن سبتك كني   شعور اليتيم اللي فقد أخر اخوانه"""
,برد,برد,ب+رد,,برد,
,بردة,برد+ة,بردة,,Egyptian,سيمور يجنن بردة الصراحة فى كتير منهم صوتهم روعة زى عمار خطاب ومروه ناجى
,بردت,برد+ت,برد+ت,,برد+ت,
,برشلونه,برشلونه,برشلونه,,برشلونه,
1,برع,برع,ب+رع,,برع,إللي يريد يبات برع بيتهم اليوم وما محصل مكان ، يتواصل معي 
,برقم,ب+رقم,ب+رقم,,ب+رقم,ب+رقم
,بركض,ب+ركض,ب+ركض,,ب+ركض,
,برميل,برميل,ب+رميل,,برميل,
,بروح,ب+روح,ب+روح,,ب+روح,بروح افطر تبون اجيب لكم شيء معي؟
x,بزود,ب+زود,ب+زود,,ب+زود,عفت تاج الذهب چا مشتريك بزود !؟ ورحت رايد أصيل إبّسطة الباله?  تلگالك چلب كلش سهل يفلان.. ?ن بس الچلاب إتدوّر إفضاله ??  #ومضه #د_العيدان
,بس,بس,بس,,بس,
,بس؟,بس ؟,بس؟,,بس,
1,بسالج,ب+سالج,ب+سالج,,ب+سال+ج,بسالج سؤال وقولي الصج؟
1,بسالفة,ب+سالف+ة,ب+سالف+ة,,ب+سالف+ة,x
1,بسك,ب+سك,بس+ك,,بس+ك,تجرحني وتكلي معاتب احباب ويفز بيه جرح مايقبل ينام بسك ياعتب حجيك سجاجين ا?سلوبه حجر ليعاتب الجام
1,بسكم,بس+كم,بس+كم,,بس+كم,
,بسلامه,ب+سلام+ه,ب+سلام+ه,,ب+سلام+ه,
,بسم,بسم,بسم,,بسم,
1,بسوالفهم,ب+سوالف+هم,ب+سوالف+هم,,ب+سوالف+هم,
1,بسوي,ب+سوي,ب+سوي,,ب+سوي,x
,بسيط,بسيط,بسيط,,بسيط,
,بشر,بشر,ب+شر,,بشر,
,بشر?,بشر ?,بشر?,,بشر,
,بشرط,ب+شرط,ب+شرط,,ب+شرط,
,بشرني,ب+شرني,ب+شر+ني,,ب+شر+ني,
